rec_id, given_name, surname, street_number, address_1, address_2, suburb, postcode, state, date_of_birth, soc_sec_id
rec-1170-org, noah, ,10, mackellar crescent, elston, eumundi,2041, wa,19420106,7557625
rec-1170-org, grace, morrison,5, groom street, hellemere village, concord,3150, wa,19321010,3352261
rec-1479-org, oliver, yeap,536, beattie crescent, bunkers hill, calliope,3630, vic,19710906,7728520
rec-1479-org, luke, marshman,52, sangster place, willyaroo street, albion park,4220, wa,19711012,3259489
rec-1479-org, jessica, fabel,28, hilder street, mount beauty, glenlee,2116, sa,19140806,5932691
rec-1627-org, kylee, spong,26, burdekin avenue, , teewah,4005, wa,19431106,5768564
rec-1627-org, aiden, blake,5, mccormack street, home vlge, northampton,2518, qld,19881122,4201500
rec-1627-org, caitlin, bevis,46, smith street, grammar school, hawthorn,4878, nsw,19601011,3040069
rec-1304-org, charlie, wilkins,7, grylls crescent, swainston, st peters,3226, wa,19521122,8124196
rec-1304-org, luke, vincent,6, du faur street, ehwk, rose bay,4122, vic,19731223,5930785
rec-1304-org, sarah, paterson,57, gingana street, st francis village, williamstown,2784, wa,19011215,6278915
rec-654-org, john, ryan,9, langdon avenue, black creek, st kilda east,2560, vic,19781205,4377633
rec-654-org, meggie, moulton,12, morton street, drayton villas, ,2262, vic,19240421,2503352
rec-654-org, devan, riddell,33, mueller street, , thornleigh,2257, nsw,19391217,4921767
rec-431-org, tahlia, holdenby, 60, kaveneys road, villa 5, nowra,2530, vic, 19200814,1108438
rec-431-org, tahlia, kuras,110, milson street, torbanlea, latrobe,3746, nsw,19351124,6986890
rec-431-org, , hawes,9, captain cook crescent, unt 1, springwood,4659, vic,19470709,4489039
rec-431-org, jack, wastell,91, bromell circuit, mount beauty, springwood,3184, nsw,19030130,1134532
rec-1169-org, alisha, trainor,34, beasley street, marella, bridgeman downs,3193, vic,19660402,8062012
rec-1169-org, james, ziersch,1, luckman place, cranford, osborne park,4825, wa,19870822,8683488
rec-1169-org, brody, longman,43, tallara parkway, , memerambi,7310, sa,19000210,5544163
rec-227-org, luke, purdon, 23, ramsay place, mirani, garbutt,2260, vic, 19831024,8099933
rec-227-org, antonio, collier,25, govett place, the rocks, broken hill,2304, qld,19400225,3973395
rec-227-org, isabella, bhalla,453, english court, chobe, heywood,4560, wa,19190318,7747289
rec-227-org, tayah, kiss,20, bateman street, flower growers, vermont south,6163, vic,19741212,6517742
rec-61-org, darcie, fleet, 13, fellows street, braeburn, somerton park,2284, vic, 19950307,1563705
rec-61-org, kirrah, westhorp,30, dunstan street, anglican church, toronto,3177, sa,19620216,6725818
rec-61-org, lily, sideris,16, hallstrom circuit, jorobe, surry hills,6012, nsw,19150910,9848730
rec-61-org, matthew, sincovich,95, grylls crescent, , barrack heights,4221, nsw,19600731,4440480
rec-1258-org, joel, berry,4, burkitt street, carrowmore, edgecliff,4558, wa,19980219,1900351
rec-1258-org, thomas, finlay,2, vickery street, brindabella court, page,2160, qld,19520829,5555657
rec-1258-org, jock, clarke,8, heritage road, rocklea, manly vale,2540, vic,19000505,8245647
rec-372-org, talia, ho, 117, illingworth street, liselican, wynnum west,3201, vic, 19740208,2143356
rec-372-org, thomas, white,2, hodgson crescent, collier park vlge, toowoomba,2758, nsw,19870203,5041437
rec-372-org, kailey, kooymans,35, la perouse street, masonic memorial village, redhill,2131, sa,19310813,4609850
rec-372-org, lachlan, pascoe,5, hodgson crescent, inishmore, toowong,2766, vic,19470107,1606779
rec-441-org, sam, beams, 1, albermarle place, narla vlge, hastings,2614, nsw, 19720806,8981588
rec-441-org, arabella, thorpe,2, bennelong crescent, glenairne, narellan,3024, nsw,19501224,3937685
rec-441-org, olivia, clarke,19, ingamells street, camphill, mount hutton,6066, qld,19560709,4253963
rec-441-org, william, edson, , fitzhardinge crescent, windy gully, ashwood,3078, nsw,19530403,3148460
rec-1345-org, thomas, de pizzol,6, parsons street, shillelagh park, bibra lake,2250, vic,19320908,5482518
rec-1345-org, chelsea, meadows,86, , st francis village, surfers paradise,7325, vic,19651103,7080277
rec-1345-org, zachary, coffey,21, fellows street, brigalow court, christies beach,5031, qld,19240219,4912880
rec-469-org, lachlan, vincent, 29, hansen circuit, guyangal, casula,2913, nsw, 19380406,4112327
rec-469-org, evan, markov,12, kapiu place, , mooroolbark,2322, nsw,19761021,5885212
rec-469-org, jack, ryan,190, munro street, jinderoo, laang,3044, sa,19111118,1314097
rec-469-org, emiily, eglinton,110, solomon crescent, crowden, bendemeer,2602, vic,19970213,6929273
rec-1700-org, alexander, nguyen,9, mcfarlan place, locn 10045, kinglake west,5032, nsw,19590824,9769183
rec-1700-org, malakai, sedgwick,28, abrahams crescent, vermont ret estate, burwood,6102, vic,19870604,3815094
rec-1700-org, noah, stephenson,1, vagabond crescent, , northbridge,3166, nsw,19511016,4406709
rec-172-org, brydon, webb, 11, walker crescent, bugoren, charlestown,6258, nsw, 19190528,4191569
rec-172-org, hayley, webb,30, hodgkinson street, arabian stud kelkette park, pearcedale,4370, nsw,19431020,6456768
rec-172-org, bianca, verco,125, rowell place, , salisbury,2203, qld,19850520,9173391
rec-172-org, adam, craze, , mcclintock street, loma langie, portarlington,3199, wa,19270510,3239913
rec-82-org, reeve, quilliam, 2, renwick street, yarrabee, barwon heads,2340, nsw, 19810406,1066923
rec-82-org, peter, clarke,34, banambila street, milton, rowville,870, qld,19070515,5188591
rec-82-org, ethan, van engelenhoven,94, alberga street, arnwood, padstow,2448, nsw,19130109,1081903
rec-82-org, alice, godfrey,2919, florence taylor street, wilga, kempsey,2761, vic,19910330,3541229
rec-1927-org, chelsea, hoffman,31, meiklejohn place, , wanneroo,3031, tas,19120121,7766876
rec-1927-org, matilda, gani,30, searle place, skye lodge, westmeadows,4680, qld,19440807,6148920
rec-1927-org, michael, reid,8, upton street, terranora, macquarie fields,2452, qld,19050922,1117934
rec-983-org, harvey, lodge,13, goldstein crescent, reinfrew park, moffat beach,4012, vic,19010912,8258003
rec-983-org, oliver, szeszycki,10, laycock place, , currajong,2228, sa,19720315,4739075
rec-983-org, ruby, dixon,106, robertson street, merrilea, fullarton,3929, qld,19060420,6808962
rec-298-org, jessie, gasparin, 38, southwell street, , kingaroy,2260, vic, 19621119,7819359
rec-298-org, jacqueline, harrington,4, kriewaldt circuit, rosetta village, hoppers crossing,3083, vic,19621029,9714217
rec-298-org, ella, matthews,81, conjola close, brentwood village, forest,6155, qld,19410106,1465625
rec-298-org, blake, howie,1, cutlack street, belmont park belted galloway stud, budgewoi,6017, vic,19250301,5180548
rec-149-org, kydan, mccarthy, 67, clemenger street, the points holsteins, fairlawn,6415, nsw, 19720518,6527653
rec-149-org, brianna, donaldson,45, levien street, adams cottage, artarmon,2148, nsw,19460521,9226588
rec-149-org, mia, praetz,2, froggatt street, , sanctuary point,2019, sa,19870115,1667854
rec-149-org, carla, hofhuis,7, mcculloch street, wytaliba, south brisbane,4066, nsw,19660816,3472110
rec-601-org, jett, harrington,33, coutts place, southern cross, flagstaff hill,2572, vic,19650815,9442291
rec-601-org, aaron, hemmings,3, henry street, oakey isle wallis lke off, pooraka,3168, qld,19050907,6432157
rec-601-org, ella, carbone,38, owen dixon drive, ponderosa, port augusta,2615, vic,19860209,7971615
rec-335-org, alexa-rose, lowe, 67, ballarat street, the willows, westwood,4011, nsw, 19691123,2624157
rec-335-org, paul, matthews,83, wyselaskie circuit, northpoint, dungog,6123, vic,19171231,6943507
rec-335-org, alisa, hand,14, paul coe crescent, colonial cvan park, riverhills,2192, nsw,19160320,4414842
rec-335-org, noah, reid,10, ellerston avenue, ahwahnee, inglewood,3039, vic,19310305,2293151
rec-966-org, james, treager,46, mackay crescent, geebung, waverley,3131, nsw,19411124,6833996
rec-966-org, shelby, hope,10, newman morris circuit, painui, broadbeach waters,2074, vic,19990707,2483884
rec-966-org, alexa-rose, green,30, sawicki place, , montmorency,2150, nsw,19290805,2059593
rec-783-org, sophie, seen,80, caldwell street, flr 8, geelong west,3125, wa, ,1892347
rec-783-org, toby, pusser,68, tazewell circuit, eagle rock, st clair,2064, vic,19520615,5156078
rec-783-org, joe, clarke,7, skardon street, bonnie doon, north curl curl,4122, sa,19640223,3654594
rec-578-org, joel, ikonomou,42, mac george place, kelindy ridge, roger river,2464, vic,19620317,9954720
rec-578-org, eleni, colquhoun,22, temperley street, rowethorpe, firle,4680, vic,19910203,7175387
rec-578-org, ned, widdowson,33, frost place, kemminup farm, burpengary,6707, qld,19731112,8416181
rec-591-org, aaron, novak,21, walker crescent, rosemount, artarmon,2096, qld,19460424,7730783
rec-591-org, sarah, mchenry,528, bullock circuit, john flynn medical centre, batlow,4564, vic,19020515,2024964
rec-591-org, sarah, brgles,23, torrens street, trewalla, tarragindi,2747, vic,19521019,8447931
rec-487-org, campbell, clarke, 16, ainslie avenue, rowethorpe, stephens,7325, vic, 19841009,4679247
rec-487-org, bridget, ayotte,66, fincham crescent, flt 54, bellevue hill,2287, vic,19540822,7656611
rec-487-org, alicia, tu,21, antis street, lansdowne, kirwan,4169, vic,19391124,9474097
rec-487-org, jaggah, estanillo,4, amagula avenue, sec 2128, devonport,2480, nsw,19350318,6334723
rec-1650-org, lauren, thorpe,11, downard street, , coolum beach,5127, qld,19880913,8477543
rec-1650-org, george, trivett,9, shackleton circuit, kokoda village, cooranbong,2594, sa,19301027,2514290
rec-1650-org, mitchell, wilkins,3, rowe place, osborne house, hampstead gardens,4560, nsw,19291123,8024092
rec-1209-org, liam, campbell,37, ashby circuit, peak view, safety beach,2260, nsw,19160820,7124276
rec-1209-org, holly, ziersch,5, kauper street, arndilly, port lincoln,3121, nsw,19200929,4486175
rec-1209-org, courtney, hyland,12, barwon street, sec 1, cobar,2263, vic,19511001,9099158
rec-496-org, jacob, walls, 61, atherton street, indra, st kilda,3149, nsw, 19490530,1057415
rec-496-org, tyrone, mislov,65, pandanus street, , bridgeman downs,2035, wa,19940829,4660450
rec-496-org, roisin, lorraway,69, waratah street, burrawang, vale park,4740, wa,19910706,9367740
rec-496-org, alicia, heron,262, verbrugghen street, oxley's way, mount helen,2560, qld,19320131,7028101
rec-1517-org, sophie, renfrey,179, barker street, wathonga, concord,4304, wa,19831118,8535289
rec-1517-org, elizabeth, bartel,3, garrad court, st helens pastoral co, broken hill,2449, vic,19831127,1042252
rec-1517-org, ruby, reid,6, tanumbirini street, templemore, bundaberg,3134, qld,19490517,4966992
rec-1321-org, brinley, efthimiou,35, sturdee crescent, tremearne, scarborough,5211, qld,19940319,6814956
rec-1321-org, edward, lock,57, , northbourne, auburn,4030, nsw,19071214,1552547
rec-1321-org, tyler, painter,74, michael holt crescent, three rivers tourist park, kangaroo flat,4858, nsw,19291017,6615450
rec-1987-org, mackenzie, mason,85, armstrong crescent, moondah, orange,4352, act,19100307,9742460
rec-1987-org, lucy, spargo,15, smalley circuit, locn 5940, woree,4511, nsw,19121112,7260253
rec-1987-org, cameron, prideaux,50, oakes street, evenstar, condon,6164, nsw,19990615,3537256
rec-1695-org, briley, algo,6, o'hara close, wandearah, moorabbin,4109, vic,19070711,9288363
rec-1695-org, lydia, mccarthy,6, mckillop circuit, telemon orchards, corio,4670, nsw,19751220,1835068
rec-1695-org, abbey, malin,3, burkitt street, malinga, north maclean,2080, vic,19850328,7401540
rec-1077-org, rosie, minter,27, aurora close, rawdon, trigg,5113, vic,19660316,8729674
rec-1077-org, zack, berry,80, atherton street, cantlay farm, hamilton,7315, vic,19310124,1934687
rec-1077-org, sarah, dixon,107, corella place, stapleton station, kelmscott,2304, qld,19911101,1565265
rec-679-org, jacob, green,123, miller street, bandera, putney,3195, wa,19840421,7805223
rec-679-org, wil, hefford,1, solly place, margaret river carvn park, port pirie,5000, nsw,19520917,1267536
rec-679-org, caleb, ,19, burrinjuck crescent, garema place surgery, st andrews,2154, wa,19381026,3166758
rec-1383-org, tyrone, clarke,199, banfield street, ashgrove farms, whitfield,4505, qld,19240430,8945436
rec-1383-org, olivia, dixon,80, twamley crescent, kingston tower, bundaberg north,2170, tas,19381114,7563867
rec-1383-org, trinity, coulson,45, horsley crescent, wilga, para hills,3056, nsw,19920226,4445753
rec-1765-org, tiana, dixon,9, builder crescent, ardrossan, new town,830, nsw,19570306,7137998
rec-1765-org, xavier, campbell,1, douglas place, bindaree, peppermint grove,2164, sa,19160805,7162936
rec-1765-org, , webb, , mclachlan street, anukana, eastwood,2112, vic,19170509,8331654
rec-71-org, claire, priebe, 39, stacy street, st francis vlge, clarence park,2145, vic, 19900203,5569305
rec-71-org, angie, hobson,286, chandler street, redwood village, armidale,2340, nsw,19390619,8503078
rec-71-org, lauren, paine,27, mcvey place, yambira, helidon,2463, qld,19440502,4517134
rec-71-org, connor, tromp,8, eildon place, willtarny, east maitland,4740, qld,19280129,8096262
rec-535-org, kristen, vlavogelakas,5, earle place, balmoral garden, toowoomba,4128, nsw,19710406,1638521
rec-535-org, bianca, belling,14, canberra avenue, craiglyn, reynella,4868, nsw,19580731,8031578
rec-535-org, lauren, white,53, collings street, wollumbi, pacific paradise,3041, nsw, ,9250255
rec-38-org, cooper, culbertson, 30, dow street, , sea lake,4020, qld, 19951031,7943540
rec-38-org, isabella, yu,50, charteris crescent, banyula retirement village, bassendean,3061, qld,19621114,7333955
rec-38-org, jack, browne,34, caley crescent, nioka, campsie,4030, qld,19590916,5959455
rec-38-org, aiden, thorpe,45, chauvel circle, eureka, rowville,2767, nsw,19270407,6959840
rec-143-org, jayde, grosser, 55, gundaroo road, , baringhup,3173, vic, 19281101,6423689
rec-143-org, alexandra, green,39, moorhouse street, brae view, abbotsford,3215, qld,19640328,1560574
rec-143-org, will, seng,36, jim pike avenue, warilei, yengarie,5540, qld,19510103,1604410
rec-143-org, cameron, paterson,27, florey drive, palm springs vlge, dandenong north,6210, qld,19560821,7463970
rec-1197-org, isabelle, chegwidden,4, purnell place, warrambah, slacks creek,3152, vic,19410220,1598145
rec-1197-org, isaiah, siviour,7, melba street, killone park, swan hill,4129, sa,19020905,8900765
rec-1197-org, deakin, peachey,16, officer crescent, tesbury, nollamara,2144, tas,19690824,8507376
rec-595-org, liam, gogel,20, coolibah crescent, springdale, lilydale,2222, nsw,19601005,8623889
rec-595-org, harley, lowe,3, fox place, cooee palms, gerogery,4702, nt,19291003,1515266
rec-595-org, lucas, portors,6, ballard place, mariner views, noble park,4061, wa,19381227,6890246
rec-677-org, konstantinos, coffey,153, latchford street, kookardinia, terranora,3579, vic,19390921,4664050
rec-677-org, micah, humphreys,59, windradyne street, enter boolwey s street, jacana,3137, nsw,19381107,5990502
rec-677-org, skye, ryan,39, anningie place, terra nostra, macedon,3079, sa,19190311,8669770
rec-1491-org, liam, deionno,5, summerville crescent, phoenix park stud, pimlico,2316, qld,19980412,2805155
rec-1491-org, , stanfield,9, nimbin street, glenlee, arundel,3034, nsw,19970826,4080455
rec-1491-org, kirra, white,68, strangways street, diamond downs, bundaberg,2210, sa,19230223,7213703
rec-996-org, marcus, coleman,40, , kurrall park, goodna,4030, nsw,19610611,7712570
rec-996-org, madeline, ebdell,17, amagula avenue, rockwood, nungurner,5253, sa,19690807,7508632
rec-996-org, emiily, finlay,61, coranderrk street, john flynn medical centre, ulverstone,3043, vic,19070731,9964204
rec-1666-org, caleb, charman,55, wettenhall circuit, garden settlement, waterloo,2319, nsw,19980604,2594163
rec-1666-org, , mason,33, chambers street, birubi bch caravan park, burwood,2785, vic,19600721,6460063
rec-1666-org, rhett, george,6, , lindisfarme, marsden,5251, qld,19420726,5663323
rec-308-org, archer, shepherd, 7, cullen street, montrose, williamstown,2032, nsw, 19670318,3005717
rec-308-org, liam, hague,6, forwood street, santa lucille, ascot park,2360, nsw,19261112,3578923
rec-308-org, andrew, kellow,57, arndell street, kimnic park, tarnagulla,2021, nsw,19271202,6380128
rec-308-org, michael, maynard,132, rogers street, leisure living vlge, pooraka,2144, nsw,19570508,3096389
rec-1732-org, cooper, shih,13, lysaght street, strathalynne, annandale,2223, qld,19020917,3179880
rec-1732-org, luke, berryman,14, archibald street, kookaburra village, undercliffe,2153, nsw,19380405,4687097
rec-1732-org, sophie, mahony,8, ashby circuit, bunya highway, pumphreys,3040, qld,19651025,5839336
rec-57-org, dante, davila-sanhdars, 303, wild street, surama, avondale heights,2029, wa, 19120206,2609420
rec-57-org, gabrielle, rundle, , morgan crescent, , thornlie,3178, qld,19261230,4426085
rec-57-org, xepheren, everett,90, packer street, yonda pines, bulimba,4370, sa,19750202,6641961
rec-57-org, brianna, feast,23, brentnall place, blacklead farm, atherton,4650, nsw,19181028,1261908
rec-322-org, melanie, paine, 4, andrews street, rosetta village, salisbury east,3095, qld, 19521118,2053758
rec-322-org, brooke, willes,4, ahern place, kinross, labrador,3862, nsw,19941227,1977740
rec-322-org, , galbraith,15, bambridge street, berkeley vlge, clayton,3043, wa,19130819,3918235
rec-322-org, ayla, mccarthy,268, weavers crescent, yenda units, lake munmorah,3094, qld,19541018,1627605
rec-629-org, liam, mahony,15, hackett garden, brigalow court, kemps creek,3178, nsw,19630701,8912630
rec-629-org, tara, white,320, winter street, yengola, wanneroo,3153, nsw,19460615,3244945
rec-629-org, william, lund,8, bridge street, pevensey, bowral,4350, qld,19211017,4144401
rec-191-org, charlotte, matthews, 101, britten-jones drive, gregory heights, kilsyth,2745, vic, 19760807,5346114
rec-191-org, lauren, mccausland,18, taronga place, glenfine station, cronulla,5573, nsw,19480518,5647776
rec-191-org, joel, leon,50, john russell circuit, hawkins masonic vlge, bundaberg,7011, qld,19970504,7059874
rec-191-org, madeline, liteplo,28, mckay garden, kangaroo grnd, creswick,2871, nsw,19640410,9983895
rec-1721-org, courtney, sebastyan,44, gaylard place, summercourt, bowral,2019, nsw,19190510,1564113
rec-1721-org, melinda, sandman,468, nona place, st francis village, east hills,4065, tas,19540128,9843714
rec-1721-org, madison, van tuil,39, vonwiller crescent, wentworth house, coombabah,3094, qld,19110716,8651342
rec-168-org, natasha, crossman, 61, light street, mt gravatt residence, glenthompson,4865, nsw, 19140130,9295668
rec-168-org, blake, mason,60, maribyrnong avenue, solitaire, preston,3638, nsw,19820810,1427456
rec-168-org, jack, hassell,64, mcmaster street, port geographe, the rock,4812, nsw,19200331,4503596
rec-168-org, kaitlin, ,4, hawkins close, tullatrundle, eaglehawk,4280, nsw,19671026,9904441
rec-1735-org, toby, mcvilly,2, allott place, loccn 7229, coldstream,3193, vic,19731125,5292300
rec-1735-org, molly, ebert,1, stokes street, stockwell hotel, noble park,2222, nsw,19351121,3583279
rec-1735-org, holly, alderson,1, chippindall circuit, rockview, broadmeadows,3000, nsw,19770722,3799511
rec-826-org, joel, webb,198, powlett street, deauville, burwood,7253, tas,19320724,3550791
rec-826-org, amy, chandler,65, plant road, blck 1089, findon,2086, sa,19510715,1609739
rec-826-org, chloe, white,33, gadali crescent, rondayvoo, loganlea,3029, vic,19331024,8293735
rec-1282-org, charlotte, blacklow,7200, crocker place, inishmore, londonderry,2099, nsw,19240608,5390869
rec-1282-org, zachary, snell,25, mortimer lewis drive, swanlea, south grafton,3075, vic,19220424,7167409
rec-1282-org, , teteris,76, kellermann close, bondo, brighton,3030, nsw,19381004,5797955
rec-1126-org, deakin, morrish,33, cooling place, , macgregor,2546, vic,19210817,7940021
rec-1126-org, liam, waller,37, blacket street, old purrawunda, st kilda east,3221, wa,19920706,7876568
rec-1126-org, lydia, mcglinn,42, federal highway, bessboro, noble park,4626, nsw,19840629,1700034
rec-798-org, jessica, wardle,23, nash place, geebung, salt ash,2200, tas,19051007,7647222
rec-798-org, isabelle, chappel,9, tauss place, holmwood cottage, upwey,4575, sa,19620420,3578242
rec-798-org, henry, ryan,22, marconi crescent, , tea tree gully,4019, qld,19930928,6244854
rec-1143-org, harry, ryan,30, van raalte place, anana, preston west,2572, wa,19250425,6392122
rec-1143-org, benjamin, white,1, kitchener street, greenhills, minchinbury,4109, wa,19260828,1069868
rec-1143-org, james, rankine,7, beattie crescent, , north hobart,2072, sa,19030624,1444078
rec-345-org, alicia, asher, 29, flanagan street, leitches ck, rodds bay,4119, tas, 19620928,9386345
rec-345-org, leon, chandler,73, massey street, camerons creek, arana hills,4655, vic,19130612,2444425
rec-345-org, samantha, lohmann, , rich street, the boulevarde, tannum sands,3688, sa,19711218,9605825
rec-345-org, emiily, rankine,32, blackham street, sapri, campbelltown,5068, vic,19060404,3688640
rec-1598-org, isabelle, creagh,52, boddington crescent, culgoa, oaklands park,2259, wa,19600302,7587367
rec-1598-org, tai, toews,16, badimara street, kodootonga, maitland,4818, vic,19810610,5213349
rec-1598-org, riley, neville,51, irvine street, the canberra hospital, lockhart,3123, qld,19430319,3568574
rec-1802-org, kimberly, drysdale,11, esperance street, , wangaratta,2558, nsw,19851211,7869068
rec-1802-org, adam, white,21, shumack street, rosewood garden, loganlea,5072, nsw,19281217,7653958
rec-1802-org, ellen, hare,9, windradyne street, , rosebud,6076, nsw,19910512,5036453
rec-1317-org, rachel, eyre, , derwent street, brentwood vlge, geelong east,2700, wa,19980828,9828901
rec-1317-org, jake, humphreys,7, strehlow place, riversdale caravan park, broken hill,2050, tas,19120624,3271016
rec-1317-org, laura, ,82, doyle terrace, polynesian village, stretton,3103, nsw,19200221,1808199
rec-742-org, amy, jolly,24, freshford, karlea, hoppers crossing,7170, tas,19170228,1175782
rec-742-org, silas, burford,100, kambalda crescent, glenmore, caulfield north,2615, ,19770211,1763184
rec-742-org, jesse, rankine,977, mcgivern crescent, minoru, salisbury heights,4228, qld,19720216,2225890
rec-690-org, lewis, witty,20, stapylton street, town & country caravn park, south perth,6164, vic,19630812,6717704
rec-690-org, chloe, zaneti,93, lexcen avenue, bonnie, yorkeys knob,4214, qld,19860331,6108914
rec-690-org, edward, dent,28, shipard place, glenview, picton,4020, vic,19480210,5693557
rec-1581-org, lily, leslie,19, rudall street, , reidy creek,2444, nsw,19460705,6406842
rec-1581-org, jasper, wessthorp,15, , , gwandalan,2770, sa,19310128,9654784
rec-1581-org, nathan, dunstone,10, shirlow place, poldoe park, blacktown,3820, nsw,19001013,1854047
rec-936-org, dylan, armanini,225, dominion circuit, cornucopia, burwood,3148, vic,19470102,6633066
rec-936-org, maddison, clarke,11, anne clark avenue, oxley's way, castlereagh,4216, vic,19290702,5785930
rec-936-org, eboni, brakel,42, investigator street, emmaus vlge, orange,2061, vic,19180211,3115830
rec-190-org, darcie, turtur, 10, blacket street, eureka, beverly hills,2263, nsw, 19570422,2025650
rec-190-org, lauren, chereda,97, empire circuit, trewilga, wisemans ferry,4650, nsw,19690405,2651553
rec-190-org, zachary, clarke,16, , st john of god hospital, camira,2120, qld,19300102,1373543
rec-190-org, , alias,24, elkington street, pangani, isle of capri,2145, sa,19650429,8261472
rec-267-org, griffin, coleman, 42, lindrum crescent, lypiatt, hoppers crossing,6054, nsw, 19070716,8270503
rec-267-org, shelbey, reimers,1322, , waraba, castle cove,2320, qld,19640109,5331282
rec-267-org, jed, mcfadden, , selwyn street, cooee, waverley,2765, nsw,19780824,7120764
rec-267-org, liam, white,33, hargrave street, buderim meadows, caulfield,7250, nsw,19140112,6654477
rec-213-org, mitchell, scrbak, 950, holyman street, berkeley vlge, safety bay,4300, qld, 19060811,3592109
rec-213-org, nicholas, dudley,36, renwick street, lynden grv, melton south,3076, vic,19340905,8977839
rec-213-org, james, coleman,9, alsop close, burnie north west private hospital, hillman,5024, vic,19700403,4363358
rec-213-org, finn, ryan,5, spowers circuit, champsaur, coombabah,2536, vic,19500807,3429777
rec-1072-org, olivia, serafin,19, michael holt crescent, symes grove, st albans,3192, nsw,19531219,1028330
rec-1072-org, samuel, coleman,60, backhouse street, barwalla, quorn,3147, nsw,19541004,8477487
rec-1072-org, samuel, dixon,13, appel crescent, mulvra, orchard hills,3073, wa,19840925,4689881
rec-1081-org, tayah, george,8, chippindall circuit, jacana park, leeton,4701, nsw,19150524,2922253
rec-1081-org, jordan, vaile,12, mullan street, rosewynne, mansfield,4152, qld,19250617,7672358
rec-1081-org, caitlin, white,174, collyburl crescent, , kurwongbah,2456, nsw,19431207,2627787
rec-1234-org, jessica, green,86, quiros street, sec 1569, middle pocket,2075, vic,19191008,5154686
rec-1234-org, chelsea, quilliam,41, , , rosewhite,2756, nsw,19531012,9096288
rec-1234-org, samuel, heidrich,7, mcgivern crescent, el-woodaro, highbury,3053, act,19710525,8110080
rec-1842-org, quinn, steers,18, rogers street, , port lincoln,3070, nsw,19150421,2538768
rec-1842-org, breony, dixon,39, downard street, , kellyville,4224, vic,19351022,7462490
rec-1842-org, gabriel, vigneswaran,80, chuculba crescent, , altona meadows,3159, qld,19560125,4243167
rec-1344-org, emiily, webb,1, vonwiller crescent, island court, dapto,2590, vic,19000326,7812207
rec-1344-org, ruby, hingston,143, cuzens place, the briar patch, rosebud,6104, vic,19700614,6203837
rec-1344-org, sebastian, blissenden,16, mataranka street, the homestead, ashfield,2758, wa,19750320,4893136
rec-540-org, anthony, ryan,5, guthridge crescent, worro downs, chittaway bay,3810, qld,19211114,2217488
rec-540-org, jaime, musolino,342, elliott street, kildarra, bedfordale,2081, qld,19631110,8789539
rec-540-org, mitchell, shepherd,341, rich street, , balhannah,2077, nsw,19620819,8291804
rec-484-org, jacynta, hoffman, 4, marrakai street, tantallon, munruben,2042, nsw, 19320417,4705328
rec-484-org, connor, mildren,1, bedford street, john flynn hospital, daisy hill,4655, vic,19330906,6840540
rec-484-org, samuel, trimmer,1, marquet retreat, wattle place, eastwood,2069, nsw,19960422,8970689
rec-484-org, nathan, white,113, chewings street, ballawinna stud, oak park,4118, nsw,19981116,2568695
rec-1400-org, william, boothroyd,19, coxen street, archdale back, ashgrove,4059, qld,19860308,8494318
rec-1400-org, kyle, morrison,10, love street, baranbali, fullarton,2540, qld,19901211,2111432
rec-1400-org, paige, sherriff,25, chuculba crescent, wunpalm, marks point,2101, qld,19111215,2181571
rec-136-org, india, negrean, 1, barringer street, sherwood, parkinson,3168, wa, 19860923,2097928
rec-136-org, rebecca, kempe,46, william hudson crescent, , seven hills,3340, vic,19980529,3841196
rec-136-org, amy, mason,11, meyers place, , spearwood,3058, nsw,19161230,5299632
rec-136-org, emmerson, dolan,339, tewksbury circuit, weeroona, parkside,3216, nsw,19180630,3018384
rec-1441-org, shannon, haupt,41, fihelly street, rowethorpe, macgregor,4300, sa,19070208,8639324
rec-1441-org, lucy, crook,15, bavin street, korrelocking, macquarie fields,2326, nsw,19041011,8648028
rec-1441-org, harry, blake,36, cowlishaw street, sommerset park, kahibah,3073, qld,19521004,2348791
rec-921-org, makenzie, quilliam,19, scrivener street, cressbrook, broken hill,2009, nsw,19350609,4672704
rec-921-org, nathan, daehn,204, sternberg crescent, homevale, adamstown,2617, vic,19110417,4227775
rec-921-org, william, apted,101, woralul street, brentwood vlge, padstow,5290, nsw,19770910,2734917
rec-1194-org, finlay, walls,3, britten-jones drive, braeburn, glenside,3150, nsw,19830706,1506420
rec-1194-org, jade, campbell,1, the hermitage, glenanare, seaton,3039, qld,19210721,2713995
rec-1194-org, daniel, gaden,21, , solander centre, duntroon,6056, qld,19840606,3484120
rec-1952-org, india, cmarch,9, badenoch crescent, cotton tree caravan park, frankston,4503, sa,19060126,4980198
rec-1952-org, erin, curry,8, woollum street, dockside 44, black rock,2834, sa,19481101,6038038
rec-1952-org, livia, swetnam,73, stapylton street, kanjara, roxburgh park,2212, qld,19790329,8689632
rec-251-org, paige, lowe, 3, chave street, keelee, gowrie,2906, qld, 19140707,5860195
rec-251-org, charlie, sushames,3, northbourne avenue, , broken hill,2161, act,19290816,5109559
rec-251-org, jaden, librandi,64, hale place, taronga, nightcliff,3193, nsw,19331205,3528865
rec-251-org, benedict, everett,2, bettington circuit, bay city plaza, valla,3802, nsw,19870303,4768278
rec-1008-org, fraser, bishop,295, yambina crescent, , mount pleasant,6210, nsw,19240229,6655386
